Name, Has TP Support, Has Auto Solver
Keypad Magnified, TRUE, TRUE
Keypad Maze, TRUE, TRUE
Keypad Sequence, TRUE, TRUE
Keypass, TRUE, TRUE
Kidney Beans, TRUE, TRUE
Kilo Talk, TRUE, TRUE
Kim's Game, TRUE, TRUE
Knot Wires, TRUE, TRUE
Know Your Way, TRUE, TRUE
Kooky Keypad, TRUE, TRUE
Krazy Talk, TRUE, TRUE
Kudosudoku, TRUE, TRUE
Kuro, TRUE, TRUE
Kusa Nihonglish, TRUE, TRUE
Kyudoku, TRUE, TRUE
Label Priorities, TRUE, TRUE
Labeled Priorities Plus, TRUE, TRUE
Labyrinth Madness, TRUE, TRUE
Ladders, TRUE, TRUE
Langton's Ant, TRUE, TRUE
Langton's Anteater, TRUE, TRUE
Large Free Password, TRUE, TRUE
Large Password, TRUE, TRUE
Latin Hypercube, TRUE, TRUE
LEAN!!!, TRUE, TRUE
LEDs, TRUE, TRUE
Left and Right, TRUE, TRUE
Lempel-Ziv Cipher, TRUE, TRUE
Lengthy Lockdown, TRUE, TRUE
Lenticular Maze, TRUE, TRUE
Letter Grid, TRUE, TRUE
Letter Math, TRUE, TRUE
Lettered Hexabuttons, TRUE, TRUE
Letters, TRUE, TRUE
Levenshtein Distance, TRUE, TRUE
Life Iteration, TRUE, TRUE
Light Bulbs, TRUE, TRUE
Light Cycle, TRUE, TRUE
Light Grid, TRUE, TRUE
Lights On, TRUE, TRUE
Lightspeed, TRUE, TRUE
Limbo Keys, TRUE, TRUE
Lime Arrows, TRUE, TRUE
Line Equations, TRUE, TRUE
Lines of Code, TRUE, TRUE
Linked Wordle, TRUE, TRUE
Linq, TRUE, TRUE
Lion's Share, TRUE, TRUE
Literal Maze, TRUE, TRUE
Literally Crying, TRUE, TRUE
Literally Deaging, TRUE, TRUE
Literally Dying, TRUE, TRUE
Literally Laughing, TRUE, TRUE
Literally Malding, TRUE, TRUE
Literally Nothing, TRUE, TRUE
Literally Something, TRUE, TRUE
Literally Taunting, TRUE, TRUE
"Llama, Llama, Alpaca", TRUE, TRUE
Lockpick Maze, TRUE, TRUE
Logging, TRUE, TRUE
Logic Circuits, TRUE, TRUE
Logic Statement, TRUE, TRUE
Logic Wheel, TRUE, TRUE
Logical Buttons, TRUE, TRUE
Logical Hexabuttons, TRUE, TRUE
Logical Operators, TRUE, TRUE
Lombax Cubes, TRUE, TRUE
Long Beans, TRUE, TRUE
Long Words, TRUE, TRUE
Look and Say, TRUE, TRUE
"Look, Look Away", TRUE, TRUE
Loop, TRUE, TRUE
Loopover, TRUE, TRUE
Lousy Chess, TRUE, TRUE
Love Buttons, TRUE, TRUE
Lucky Dice, TRUE, TRUE
Luigi Poker, TRUE, TRUE
Lunchtime, TRUE, TRUE
Lying Buttons, TRUE, TRUE
Lying Indicators, TRUE, TRUE
Lyrical Nonsense, TRUE, TRUE
M.A.S., TRUE, TRUE
Maas Cipher, TRUE, TRUE
Macro Memory, TRUE, TRUE
Mad Memory, TRUE, TRUE
Mafia, TRUE, TRUE
Magenta Cipher, TRUE, TRUE
Magic Cube, TRUE, TRUE
Magic Square, TRUE, TRUE
Magical Hexabuttons, TRUE, TRUE
Mahjong, TRUE, TRUE
Mahjong Quiz Easy, TRUE, TRUE
Mahjong Quiz Hard, TRUE, TRUE
Mahjong Quiz Scrambled, TRUE, TRUE
Main Page, TRUE, TRUE
Manometers, TRUE, TRUE
Manual Codes, TRUE, TRUE
Manual Malady, TRUE, TRUE
Many Poly, TRUE, TRUE
Marble Tumble, TRUE, TRUE
Maritime Flags, TRUE, TRUE
Maritime Semaphore, TRUE, TRUE
Marmite, TRUE, TRUE
Maroon Cipher, TRUE, TRUE
Marquee Morse, TRUE, TRUE
Mars, TRUE, TRUE
Mashematics, TRUE, TRUE
Masher The Bottun, TRUE, TRUE
Mask Identification, TRUE, TRUE
Masked Morse, TRUE, TRUE
Master Tapes, TRUE, TRUE
Mastermind Restricted, TRUE, TRUE
Mastermind Restricted Cruel, TRUE, TRUE
Masyu, TRUE, TRUE
Match 'em, TRUE, TRUE
Match Refereeing, TRUE, TRUE
Matchematics, TRUE, TRUE
Matching Morse, TRUE, TRUE
Matching Signs, TRUE, TRUE
Matchup Chart, TRUE, TRUE
Math 'em, TRUE, TRUE
Mathemetallics, TRUE, TRUE
Matrix Mapping, TRUE, TRUE
Mayhem, TRUE, TRUE
Maze Code, TRUE, TRUE
Maze 'em, TRUE, TRUE
Maze Identification, TRUE, TRUE
Maze Scrambler, TRUE, TRUE
Maze Swap, TRUE, TRUE
Mazecharge, TRUE, TRUE
Mazematics, TRUE, TRUE
Mazery, TRUE, TRUE
Mazeseeker, TRUE, TRUE
Mazeswapper, TRUE, TRUE
Meet Your Maker, TRUE, TRUE
Mega Man 2, TRUE, TRUE
Megum, TRUE, TRUE
Melodic Message, TRUE, TRUE
Melody Sequencer, TRUE, TRUE
Meme Drought, TRUE, TRUE
Meme Review, TRUE, TRUE
Memorable Buttons, TRUE, TRUE
Memory Buster, TRUE, TRUE
Memory Character, TRUE, TRUE
Memory Match, TRUE, TRUE
Memory Poker, TRUE, TRUE
Memory Wires, TRUE, TRUE
Meowmorse, TRUE, TRUE
Mercury, TRUE, TRUE
Metalmaking, TRUE, TRUE
Metamem, TRUE, TRUE
Metamorse, TRUE, TRUE
Metapuzzle, TRUE, TRUE
Meteor, TRUE, TRUE
Meter, TRUE, TRUE
Micro-Modules, TRUE, TRUE
Microphone, TRUE, TRUE
Mii Identification, TRUE, TRUE
Military Encryption, TRUE, TRUE
Mindlock, TRUE, TRUE
Minecraft Cipher, TRUE, TRUE
Minecraft Parody, TRUE, TRUE
Minecraft Survival, TRUE, TRUE
Mineseeker, TRUE, TRUE
Mineswapper, TRUE, TRUE
Minesweeper, TRUE, TRUE
Mini, TRUE, TRUE
Minsk Metro, TRUE, TRUE
Mischboozl, TRUE, TRUE
Mischmodul, TRUE, TRUE
Mislocation, TRUE, TRUE
Misordered Keys, TRUE, TRUE
Missing Sequence, TRUE, TRUE
Mission Identification, TRUE, TRUE
Mistranslated Venting Gas, TRUE, TRUE
Mixed Emotions, TRUE, TRUE
Mixometer, TRUE, TRUE
Moddle, TRUE, TRUE
Module Listening, TRUE, TRUE
Module Rick, TRUE, TRUE
Module Sprint, TRUE, TRUE
Modulus Manipulation, TRUE, TRUE
Money Game, TRUE, TRUE
Monosweeper, TRUE, TRUE
Monsplode Trading Cards, TRUE, TRUE
"Monsplode, Fight!", TRUE, TRUE
Moodstruck Mixing Unit, TRUE, TRUE
More Code, TRUE, TRUE
Morse Buttons, TRUE, TRUE
Morse Complication, TRUE, TRUE
Morse Identification, TRUE, TRUE
Morse-A-Maze, TRUE, TRUE
Morsematics, TRUE, TRUE
Mouse In The Maze, TRUE, TRUE
M-Seq, TRUE, TRUE
Mssngv Wls, TRUE, TRUE
Multi-Buttons, TRUE, TRUE
Multicolored Digits, TRUE, TRUE
Multitask, TRUE, TRUE
Musher the Batten, TRUE, TRUE
Musical Hexabuttons, TRUE, TRUE
Musical Transposition, TRUE, TRUE
MWISort, TRUE, TRUE
My Mom, TRUE, TRUE
Mystery Box, TRUE, TRUE
Mystery Module, TRUE, TRUE
Mystic Maze, TRUE, TRUE
Mystic Square, TRUE, TRUE
Name Changer, TRUE, TRUE
Name Codes, TRUE, TRUE
Naming Conventions, TRUE, TRUE
Naughty or Nice, TRUE, TRUE
Navigation Determination, TRUE, TRUE
Navinums, TRUE, TRUE
NeeDeez Nuts, TRUE, TRUE
Needlessly Complicated Button, TRUE, TRUE
Needy Customs, TRUE, TRUE
Needy Fuse Box, TRUE, TRUE
Needy Hotate, TRUE, TRUE
Needy Port Check, TRUE, TRUE
Needy Slots, TRUE, TRUE
Negative-Resistance, TRUE, TRUE
Negativity, TRUE, TRUE
Neptune, TRUE, TRUE
Netherite, TRUE, TRUE
Neutrinos, TRUE, TRUE
New World, TRUE, TRUE
Newline, TRUE, TRUE
Nifty Number, TRUE, TRUE
Nim, TRUE, TRUE
Nixie Code, TRUE, TRUE
Nokia, TRUE, TRUE
Normal Probability, TRUE, TRUE
Not Adjacent Letters, TRUE, TRUE
Not Bitmaps, TRUE, TRUE
Not Black Screens, TRUE, TRUE
Not Colored Cube, TRUE, TRUE
Not Colored Squares, TRUE, TRUE
Not Colored Switches, TRUE, TRUE
Not Double-Oh, TRUE, TRUE
Not Kanji, TRUE, TRUE
Not Perspective Pegs, TRUE, TRUE
Not Poker, TRUE, TRUE
Not Symbolic Password, TRUE, TRUE
Not The Screw, TRUE, TRUE
Not X-Ray, TRUE, TRUE
Notes, TRUE, TRUE
Notre-Dame Cipher, TRUE, TRUE
Number Cruncher, TRUE, TRUE
Number Pad, TRUE, TRUE
Numbered Buttons, TRUE, TRUE
Numerical Nightmare, TRUE, TRUE
Obscurdle, TRUE, TRUE
Occult Manuscripts, TRUE, TRUE
Odd Mod Out, TRUE, TRUE
Odd One Out, TRUE, TRUE
Odd Wall Out, TRUE, TRUE
Off-White Cipher, TRUE, TRUE
Only Connect, TRUE, TRUE
Orange Button't, TRUE, TRUE
Orange Cipher, TRUE, TRUE
Orange Hexabuttons, TRUE, TRUE
Orange Sudoku, TRUE, TRUE
Orientation Hypercube, TRUE, TRUE
Over Kilo, TRUE, TRUE
Overclock, TRUE, TRUE
Overcolored Squares, TRUE, TRUE
Overcooked, TRUE, TRUE
Painting Cube, TRUE, TRUE
Palindromes, TRUE, TRUE
Papyrus Tiles, TRUE, TRUE
Parallel Mazes, TRUE, TRUE
Password Buttons, TRUE, TRUE
Password Destroyer, TRUE, TRUE
Password Hexaterminals, TRUE, TRUE
Pathfinder, TRUE, TRUE
Pattern Cube, TRUE, TRUE
Pattern Hypercube, TRUE, TRUE
Pattern Recognition, TRUE, TRUE
Pattern Wires, TRUE, TRUE
Peek-A-Boo, TRUE, TRUE
Perplexing Wires, TRUE, TRUE
Perspecticolored Cube, TRUE, TRUE
Perspecticolored Squares, TRUE, TRUE
Phosphorescence, TRUE, TRUE
Pink Button't, TRUE, TRUE
Pink Sudoku, TRUE, TRUE
Pip-Nado, TRUE, TRUE
Placeholder Talk, TRUE, TRUE
Planet X, TRUE, TRUE
Planets, TRUE, TRUE
Plumbing, TRUE, TRUE
Pluto, TRUE, TRUE
Point of Order, TRUE, TRUE
Pointer Pointer, TRUE, TRUE
Pointless Machines, TRUE, TRUE
Pokémon Sprite Cipher, TRUE, TRUE
Pollux, TRUE, TRUE
Polyhedral Maze, TRUE, TRUE
Pong, TRUE, TRUE
Positive-Resistance, TRUE, TRUE
Pow, TRUE, TRUE
Prankster, TRUE, TRUE
Press The Shape, TRUE, TRUE
Pressing Incidents, TRUE, TRUE
Procedural Maze, TRUE, TRUE
Projective Set, TRUE, TRUE
Puppet, TRUE, TRUE
Purgatory's Name List, TRUE, TRUE
Purple Hexabuttons, TRUE, TRUE
Purple Sudoku, TRUE, TRUE
Puzzle Battle, TRUE, TRUE
Puzzle Identification, TRUE, TRUE
Puzzling Hexabuttons, TRUE, TRUE
Puzzword, TRUE, TRUE
Q & A, TRUE, TRUE
Quadrants, TRUE, TRUE
Quadrecta, TRUE, TRUE
Quadruple Simpleton Squared, TRUE, TRUE
Quadruple Simpleton't, TRUE, TRUE
Quantum Passwords, TRUE, TRUE
Quaver, TRUE, TRUE
Quizbowl, TRUE, TRUE
Quote Crazy Talk End Quote, TRUE, TRUE
Rainbow Arrows, TRUE, TRUE
Ramboozled Again, TRUE, TRUE
Rapid Subtraction, TRUE, TRUE
Recolored Cube, TRUE, TRUE
Recolour Flash, TRUE, TRUE
Red, TRUE, TRUE
Red Button't, TRUE, TRUE
Red Cipher, TRUE, TRUE
Red Hexabuttons, TRUE, TRUE
Red Levers, TRUE, TRUE
Red Sudoku, TRUE, TRUE
Reflection, TRUE, TRUE
Reformed Role Reversal, TRUE, TRUE
Regular Crazy Talk, TRUE, TRUE
Remote Math, TRUE, TRUE
Reverse Alpha-meta-cal Order, TRUE, TRUE
Reversed Boolean Network, TRUE, TRUE
Revision Helper, TRUE, TRUE
RGB Combination, TRUE, TRUE
RGB Encryption, TRUE, TRUE
Rhythm Maze, TRUE, TRUE
Rhythms, TRUE, TRUE
Ribbit Programming, TRUE, TRUE
Rift Roulette, TRUE, TRUE
Rigging the Odds, TRUE, TRUE
Robit Programming, TRUE, TRUE
Robot Programming, TRUE, TRUE
Roguelike Game, TRUE, TRUE
Role Reversal, TRUE, TRUE
Rotary Phone, TRUE, TRUE
Rotten Beans, TRUE, TRUE
Round Keypad, TRUE, TRUE
Rubik's Cube, TRUE, TRUE
Rust.G.B., TRUE, TRUE
S.E.T., TRUE, TRUE
Safety Safe, TRUE, TRUE
Salts, TRUE, TRUE
Samuel Says, TRUE, TRUE
Sat Nav, TRUE, TRUE
Saturn, TRUE, TRUE
Sbemail Songs, TRUE, TRUE
Scattershot, TRUE, TRUE
Schulte Table, TRUE, TRUE
Screensaver, TRUE, TRUE
Scripting, TRUE, TRUE
Sequential Button, TRUE, TRUE
Serial Wires, TRUE, TRUE
Setup Wizard, TRUE, TRUE
Seven to Nine, TRUE, TRUE
Shape Memory, TRUE, TRUE
Shapes, TRUE, TRUE
Shifting Maze, TRUE, TRUE
Ship Review, TRUE, TRUE
Shy Guy Says, TRUE, TRUE
Sid Hoffrenchman, TRUE, TRUE
Sign Alphabet, TRUE, TRUE
Sign Language, TRUE, TRUE
Silly Slots, TRUE, TRUE
Simaze, TRUE, TRUE
Simon, TRUE, TRUE
Simon Literally Says, TRUE, TRUE
Simon Screams, TRUE, TRUE
Simon Secures, TRUE, TRUE
Simon Sends, TRUE, TRUE
Simon Shuffles, TRUE, TRUE
Simon Signals, TRUE, TRUE
Simon Stages, TRUE, TRUE
Simon States, TRUE, TRUE
Simon Steps, TRUE, TRUE
Simon Strands, TRUE, TRUE
Simon Swivels, TRUE, TRUE
Simon's Knobs, TRUE, TRUE
Simon's Spider, TRUE, TRUE
Simon's Statement, TRUE, TRUE
Simon's Suit, TRUE, TRUE
Simon's Sums, TRUE, TRUE
Simple Hexabuttons, TRUE, TRUE
Simultaneous Simons, TRUE, TRUE
Skill Stop, TRUE, TRUE
Slight Gibberish Twist, TRUE, TRUE
Small Talk, TRUE, TRUE
Smallfont, TRUE, TRUE
"Smash, Marry, Kill", TRUE, TRUE
Snakes and Ladders, TRUE, TRUE
Snap!, TRUE, TRUE
Snatcher's Map, TRUE, TRUE
Snowman, TRUE, TRUE
Solve Shift, TRUE, TRUE
Some Buttons, TRUE, TRUE
Sorting, TRUE, TRUE
Soy Beans, TRUE, TRUE
Space Invaders Extreme, TRUE, TRUE
Spectator Sport, TRUE, TRUE
Spinning Mazes, TRUE, TRUE
SQL - Basic, TRUE, TRUE
SQL - Cruel, TRUE, TRUE
SQL - Evil, TRUE, TRUE
Square Button, TRUE, TRUE
Squeeze, TRUE, TRUE
Stacked Deck, TRUE, TRUE
Standard Button Masher, TRUE, TRUE
Standard Crazy Talk, TRUE, TRUE
Starmessage, TRUE, TRUE
Striped Keys, TRUE, TRUE
Strong Mad Talker, TRUE, TRUE
Stroop's Test, TRUE, TRUE
Subtract Nauseam, TRUE, TRUE
Sudoku, TRUE, TRUE
Sudoku Cipher, TRUE, TRUE
Suit Shuffle, TRUE, TRUE
Suits and Colours, TRUE, TRUE
Supermarket Scramble, TRUE, TRUE
Supermassive Black Hole, TRUE, TRUE
Surrounding Buttons, TRUE, TRUE
Swift Eye Test, TRUE, TRUE
Switching Buttons, TRUE, TRUE
Switching Maze, TRUE, TRUE
Symbolic Hexabuttons, TRUE, TRUE
Symbolic Password, TRUE, TRUE
Symbstructions, TRUE, TRUE
Synapse Cipher, TRUE, TRUE
Synapse Says, TRUE, TRUE
Synchronization, TRUE, TRUE
TAC, TRUE, TRUE
Talking Points, TRUE, TRUE
Technical Keypad, TRUE, TRUE
Tell Me When, TRUE, TRUE
Tell Me Where, TRUE, TRUE
Tell Me Why, TRUE, TRUE
Temporal Sequence, TRUE, TRUE
Tennis, TRUE, TRUE
Termet, TRUE, TRUE
Ternary Tiles, TRUE, TRUE
Terraria Quiz, TRUE, TRUE
TetraVex, TRUE, TRUE
The 12 Days of Christmas, TRUE, TRUE
The Alteran Trail, TRUE, TRUE
The Assorted Arrangement, TRUE, TRUE
The Board Walk, TRUE, TRUE
The Bulb, TRUE, TRUE
The Burnt, TRUE, TRUE
The Console, TRUE, TRUE
The Crafting Table, TRUE, TRUE
The Deck of Many Things, TRUE, TRUE
The Door, TRUE, TRUE
The French Republican Calendar, TRUE, TRUE
The Funny Number, TRUE, TRUE
The Fuse Box, TRUE, TRUE
The Generator, TRUE, TRUE
The Giant's Drink, TRUE, TRUE
The Grand Grimoire, TRUE, TRUE
The Grand Prix, TRUE, TRUE
The Great Void, TRUE, TRUE
The Green Wire, TRUE, TRUE
The High Score, TRUE, TRUE
The Holy Code, TRUE, TRUE
The Hypercolor, TRUE, TRUE
The Hypercube, TRUE, TRUE
The Hyperlink, TRUE, TRUE
The Impostor, TRUE, TRUE
The Jewel Vault, TRUE, TRUE
The Kill Switch, TRUE, TRUE
The Klaxon, TRUE, TRUE
The Legendre Symbol, TRUE, TRUE
The Logan Parody Jukebox, TRUE, TRUE
The Matrix, TRUE, TRUE
The Modkit, TRUE, TRUE
The Multiverse Hotline, TRUE, TRUE
The Necronomicon, TRUE, TRUE
The Neutral Button, TRUE, TRUE
The Nobody's Code, TRUE, TRUE
The Octadecayotton, TRUE, TRUE
The Pentabutton, TRUE, TRUE
The Tea Set, TRUE, TRUE
The Tile Maze, TRUE, TRUE
The Tissue Box™, TRUE, TRUE
The Weakest Link, TRUE, TRUE
The Xenocryst, TRUE, TRUE
Thermostat, TRUE, TRUE
Think Fast, TRUE, TRUE
Thirty One, TRUE, TRUE
Three-Way Gates, TRUE, TRUE
Tic Tac Toe, TRUE, TRUE
Time Accumulation, TRUE, TRUE
Tip Toe, TRUE, TRUE
Tombstone Maze, TRUE, TRUE
Torture, TRUE, TRUE
Trajectory, TRUE, TRUE
Translated Keypad, TRUE, TRUE
Transmitting Hexabuttons, TRUE, TRUE
Trick Or Treat, TRUE, TRUE
Tricky Tetris Pieces, TRUE, TRUE
Triple Term, TRUE, TRUE
TV, TRUE, TRUE
Twitter.com, TRUE, TRUE
Twodoku, TRUE, TRUE
Two-Factor Authentication, TRUE, TRUE
Typing Tutor, TRUE, TRUE
U, TRUE, TRUE
UIN(+L), TRUE, TRUE
Ultimate Cipher, TRUE, TRUE
Ultimate Team, TRUE, TRUE
Ultimate Tic Tac Toe, TRUE, TRUE
Uncanny Maze, TRUE, TRUE
Uncolored Cube, TRUE, TRUE
Uncolored Simon, TRUE, TRUE
Uncolored Squares, TRUE, TRUE
Uncoloured Buttons, TRUE, TRUE
Understand, TRUE, TRUE
Unfair's Cruel Revenge, TRUE, TRUE
Unfair's Forgotten Ciphers, TRUE, TRUE
Unfair's Revenge, TRUE, TRUE
Unicode Arrows, TRUE, TRUE
Updog, TRUE, TRUE
Uranus, TRUE, TRUE
Varicolored Cube, TRUE, TRUE
Varicolored Squares, TRUE, TRUE
Variety, TRUE, TRUE
Vector Addition, TRUE, TRUE
Venn Diagrams, TRUE, TRUE
Ventilation, TRUE, TRUE
Venting First?, TRUE, TRUE
Venus, TRUE, TRUE
Very Annoying Puzzle, TRUE, TRUE
Violet Cipher, TRUE, TRUE
Void Traversal, TRUE, TRUE
Wave Collapse, TRUE, TRUE
Wendithap'n, TRUE, TRUE
White, TRUE, TRUE
White Cipher, TRUE, TRUE
White Elephant, TRUE, TRUE
White Hexabuttons, TRUE, TRUE
White Sudoku, TRUE, TRUE
Who's on Gas, TRUE, TRUE
Who's on Trunic, TRUE, TRUE
Who's Simon?, TRUE, TRUE
Who's That Monsplode?, TRUE, TRUE
Wind The Key, TRUE, TRUE
Wind-Up Grommets, TRUE, TRUE
Wind-Up Maze, TRUE, TRUE
Wind-Up Music Box, TRUE, TRUE
Wind-Up Safe, TRUE, TRUE
Wind-Up Simon, TRUE, TRUE
Wind-Up Timer, TRUE, TRUE
Wingdings, TRUE, TRUE
Winning Line, TRUE, TRUE
Wire Association, TRUE, TRUE
Wire Ordering, TRUE, TRUE
Wire Sequence Sequence, TRUE, TRUE
Wire Testing, TRUE, TRUE
Wirepad, TRUE, TRUE
Wires Crossed, TRUE, TRUE
Wiresword, TRUE, TRUE
Withered Bonnie, TRUE, TRUE
Word Search, TRUE, TRUE
Word Search (PL), TRUE, TRUE
Wordle, TRUE, TRUE
Wumbo, TRUE, TRUE
X-Ray, TRUE, TRUE
Yahtzee, TRUE, TRUE
Yellow Arrows, TRUE, TRUE
Yellow Button't, TRUE, TRUE
Yellow Cipher, TRUE, TRUE
Yellow Hexabuttons, TRUE, TRUE
Yellow Huffman Cipher, TRUE, TRUE
Yellow Levers, TRUE, TRUE
Yellow Sudoku, TRUE, TRUE
Yes and No, TRUE, TRUE
Yippee, TRUE, TRUE
Zener Cards, TRUE, TRUE
Zip Zap Zop, TRUE, TRUE
Zoo, TRUE, TRUE
4D Tunnels, TRUE, FALSE
A Mistake, TRUE, FALSE
aa, TRUE, FALSE
Accumulation, TRUE, FALSE
Algebra, TRUE, FALSE
Alphabet Numbers, TRUE, FALSE
Alphabet Tiles, TRUE, FALSE
Amusement Parks, TRUE, FALSE
Arithmelogic, TRUE, FALSE
Audio Morse, TRUE, FALSE
Bartending, TRUE, FALSE
Bases, TRUE, FALSE
Benedict Cumberbatch, TRUE, FALSE
Binary LEDs, TRUE, FALSE
Binary Tree, TRUE, FALSE
Bitwise Operations, TRUE, FALSE
Blackjack, TRUE, FALSE
Blind Maze, TRUE, FALSE
Blockbusters, TRUE, FALSE
Boggle, TRUE, FALSE
Boolean Keypad, TRUE, FALSE
Boolean Venn Diagram, TRUE, FALSE
Bridges, TRUE, FALSE
British Slang, TRUE, FALSE
Brush Strokes, TRUE, FALSE
Button Masher, TRUE, FALSE
Calendar, TRUE, FALSE
Catchphrase, TRUE, FALSE
Challenge & Contact, TRUE, FALSE
Character Shift, TRUE, FALSE
Charms, TRUE, FALSE
Chess, TRUE, FALSE
Chord Qualities, TRUE, FALSE
Christmas Presents, TRUE, FALSE
Clumsy Loopover, TRUE, FALSE
Coincidence, TRUE, FALSE
Color Addition, TRUE, FALSE
Color Decoding, TRUE, FALSE
Color Math, TRUE, FALSE
Colorful Madness, TRUE, FALSE
Colour Code, TRUE, FALSE
Colour Flash, TRUE, FALSE
Colour Flash ES, TRUE, FALSE
Colour Flash PL, TRUE, FALSE
Combination Lock, TRUE, FALSE
Command Prompt, TRUE, FALSE
Complex Keypad, TRUE, FALSE
Connection Check, TRUE, FALSE
Connection Device, TRUE, FALSE
Digit String, TRUE, FALSE
Discography, TRUE, FALSE
Double Color, TRUE, FALSE
Equations, TRUE, FALSE
Extended Password, TRUE, FALSE
Fast Math, TRUE, FALSE
Fencing, TRUE, FALSE
Flags, TRUE, FALSE
Flashing Lights, TRUE, FALSE
Free Parking, TRUE, FALSE
Friendship, TRUE, FALSE
Fruits, TRUE, FALSE
Graffiti Numbers, TRUE, FALSE
Greek Calculus, TRUE, FALSE
Grid Matching, TRUE, FALSE
Guitar Chords, TRUE, FALSE
Heraldry, TRUE, FALSE
Hidden Colors, TRUE, FALSE
Hide and Seek, TRUE, FALSE
Hogwarts, TRUE, FALSE
Horrible Memory, TRUE, FALSE
HTTP Response, TRUE, FALSE
Hunting, TRUE, FALSE
Identity Parade, TRUE, FALSE
Increasing Indices, TRUE, FALSE
Insanagrams, TRUE, FALSE
Instructions, TRUE, FALSE
Iñupiaq Numerals, TRUE, FALSE
Keystrokes, TRUE, FALSE
Ladder Lottery, TRUE, FALSE
Lasers, TRUE, FALSE
Laundry, TRUE, FALSE
LED Encryption, TRUE, FALSE
LED Grid, TRUE, FALSE
LED Math, TRUE, FALSE
Letters and Numbers, TRUE, FALSE
Lights Out, TRUE, FALSE
Logic, TRUE, FALSE
Logic Chess, TRUE, FALSE
Logic Gates, TRUE, FALSE
Maintenance, TRUE, FALSE
Malfunctioning RGB Logic, TRUE, FALSE
Malfunctions, TRUE, FALSE
Markscript, TRUE, FALSE
Mastermind Cruel, TRUE, FALSE
Mastermind Simple, TRUE, FALSE
Matrices, TRUE, FALSE
Maze Rush, TRUE, FALSE
Maze³, TRUE, FALSE
Modern Cipher, TRUE, FALSE
Module Homework, TRUE, FALSE
Module Maneuvers, TRUE, FALSE
Module Movements, TRUE, FALSE
Modules Against Humanity, TRUE, FALSE
Modulo, TRUE, FALSE
Modulo Maze, TRUE, FALSE
Mortal Kombat, TRUE, FALSE
Natures, TRUE, FALSE
Needy Game of Life, TRUE, FALSE
Needy Pi, TRUE, FALSE
Needy Piano, TRUE, FALSE
Neutralization, TRUE, FALSE
Not The Binary Light, TRUE, FALSE
Not The Curious Light, TRUE, FALSE
Not The Psychic Light, TRUE, FALSE
Office Job, TRUE, FALSE
Pentris Sprint, TRUE, FALSE
Permutations, TRUE, FALSE
S, TRUE, FALSE
Simon's Satire, TRUE, FALSE
Simon's Scytale, TRUE, FALSE
Sueet Wall, TRUE, FALSE
Swapsies, TRUE, FALSE
Swippy Swappy, TRUE, FALSE
Terminology, TRUE, FALSE
The Binary Light, TRUE, FALSE
The Colored Maze, TRUE, FALSE
The Cube, TRUE, FALSE
The Curious Light, TRUE, FALSE
The iPhone, TRUE, FALSE
The Jack-O'-Lantern, TRUE, FALSE
The Jukebox, TRUE, FALSE
The Light, TRUE, FALSE
The London Underground, TRUE, FALSE
The Moon, TRUE, FALSE
The Psychic Light, TRUE, FALSE
The Radio, TRUE, FALSE
Truchet Tiles, TRUE, FALSE
Withered Foxy, TRUE, FALSE
Yellow Face, TRUE, FALSE
Zoni, TRUE, FALSE
% Grey, FALSE, FALSE
...?, FALSE, FALSE
1000 Words, FALSE, FALSE
101 Dalmatians, FALSE, FALSE
16 Coins, FALSE, FALSE
3 LEDs, FALSE, FALSE
3×3 Yellow Cipher, FALSE, FALSE
3D Chess, FALSE, FALSE
6D Sliding Puzzle, FALSE, FALSE
A Letter, FALSE, FALSE
Actual 4×4×4 Sudoku, FALSE, FALSE
Adventure Game, FALSE, FALSE
Again, FALSE, FALSE
amogus, FALSE, FALSE
Anagrams, FALSE, FALSE
Anomalous Terminal, FALSE, FALSE
Another Keypad Module, FALSE, FALSE
Apple Pen, FALSE, FALSE
Art Appreciation, FALSE, FALSE
Astrology, FALSE, FALSE
Backdoor Hacking, FALSE, FALSE
Banana, FALSE, FALSE
Big Button Translated, FALSE, FALSE
Bitwise Oblivion, FALSE, FALSE
B-Machine, FALSE, FALSE
Boolean Maze, FALSE, FALSE
Boozleglyph Identification, FALSE, FALSE
Broken Karaoke, FALSE, FALSE
Brown Bricks, FALSE, FALSE
Butterflies, FALSE, FALSE
Button Messer, FALSE, FALSE
Cartiac Arrest, FALSE, FALSE
Chalices, FALSE, FALSE
Chinese Strokes, FALSE, FALSE
Chinese Zodiac, FALSE, FALSE
Cistercian Numbers, FALSE, FALSE
Clipping Triangles, FALSE, FALSE
Coffeebucks, FALSE, FALSE
Color Generator, FALSE, FALSE
Colorful Perspective, FALSE, FALSE
Combination Vault, FALSE, FALSE
Conditional Buttons, FALSE, FALSE
Contest IDs, FALSE, FALSE
Crazy Food, FALSE, FALSE
Crazy Talk, FALSE, FALSE
Cruel Colour Flash, FALSE, FALSE
Cruel Piano Keys, FALSE, FALSE
Cruel Synesthesia, FALSE, FALSE
Cruel Ten Seconds, FALSE, FALSE
Cryptography, FALSE, FALSE
Cube Synchronization, FALSE, FALSE
Cursed Vault, FALSE, FALSE
Customer Identification, FALSE, FALSE
DACH Maze, FALSE, FALSE
D-CIPHER, FALSE, FALSE
D-CODE, FALSE, FALSE
D-CRYPT, FALSE, FALSE
